code,year,hospital_stay_length,med_tech_availability_p_mil_ppl,expenditure_per_capita,life_expectancy,avoidable_deaths,health_expenditure_as_percent_gdp
CHE,2007,9.412751677852349,113.62166666666666,6154.703125,81.7414634146342,61.7,9.417
CHE,2008,9.196644295302011,117.22166666666666,7120.65283203,81.9926829268293,57.7,9.532
CHE,2009,8.906040268456376,64.7375,7297.37988281,82.0439024390244,2567.0,10.142
CHE,2010,8.834666666666667,60.66625,7640.44921875,82.2463414634147,2512.0,10.005
CHE,2011,8.772972972972974,62.9375,9138.3671875,82.6951219512195,54.6,10.119
CHE,2012,8.574,64.315,8753.8203125,82.6975609756098,51.0,10.348
CHE,2013,8.597972972972974,66.20041666666667,9118.18945313,82.7975609756098,49.6,10.615
CHE,2014,9.46554054054054,64.94250000000001,9307.96875,83.1975609756098,49.0,10.7
CHE,2015,8.429931972789117,67.1975,9082.45019531,82.8975609756098,5804.5,11.004
CHE,2016,8.58445945945946,68.93708333333333,9078.75878906,83.6024390243903,5530.5,11.229
CHE,2017,8.477027027027026,70.08083333333333,9119.96972656,83.5512195121951,5511.0,11.413
CHE,2018,7.920945945945945,72.91416666666667,9212.43261719,83.7536585365854,43.4,11.199
CHE,2019,8.087837837837839,73.74375,9341.0625,83.9048780487805,41.8,11.426
CRI,2000,10.422818791946307,2.306666666666666,247.70188904,77.586,184.9,6.565
CRI,2001,8.841610738255035,2.401666666666667,255.18231201,77.545,179.7,6.474
CRI,2002,8.851677852348994,2.9125,276.23712158,77.983,165.7,6.869
CRI,2003,10.991275167785236,3.2158333333333333,287.37347412,78.072,1447.0,6.969
CRI,2004,8.587919463087248,3.4133333333333336,290.13354492,78.331,1475.5,6.63
CRI,2005,9.025,3.505,309.51428223,78.505,157.2,6.664
CRI,2006,10.688513513513517,3.701666666666666,359.79248047,78.514,157.3,6.935
CRI,2007,9.66216216216216,3.588333333333334,423.63812256,78.462,139.0,6.996
CRI,2008,9.263265306122449,3.783333333333333,510.99154663,78.445,141.7,7.469
CRI,2009,10.25608108108108,4.283333333333333,529.60870361,78.672,138.2,7.86
CRI,2010,10.704697986577182,4.779999999999999,654.17340088,78.67,151.1,8.029
CRI,2011,8.502013422818791,4.770833333333333,742.14190674,79.348,140.6,8.112
CRI,2012,8.353020134228187,5.265000000000001,776.43487549,79.283,135.1,7.782
CRI,2013,8.348322147651007,5.150833333333334,816.87872314,79.403,132.4,7.679
CRI,2014,8.550335570469798,5.545,822.91003418,78.774,130.4,7.662
CRI,2015,9.09391891891892,6.135,875.34973145,79.086,306.6,7.592
CRI,2016,8.181208053691275,6.324166666666667,870.73840332,79.459,303.9,7.315
CRI,2017,7.543243243243243,6.8125,853.75048828,79.377,293.6,7.045
CRI,2018,7.607432432432432,6.7,902.22119141,79.484,307.2,7.286
CRI,2019,7.277702702702703,7.385833333333333,914.88470459,79.427,136.2,7.221
CZE,2000,13.004026845637584,37.58416666666667,342.92108154,74.9682926829268,7100.5,5.701
CZE,2001,12.991275167785236,42.54083333333333,388.54403687,75.1731707317073,6894.5,5.863
CZE,2002,12.714093959731544,44.836666666666666,497.74203491,75.2219512195122,6692.5,6.177
CZE,2003,12.735570469798658,46.94,640.66040039,75.1707317073171,6629.5,6.524
CZE,2004,12.523489932885909,37.33125,746.32891846,75.7219512195122,6313.5,6.351
CZE,2005,12.306040268456377,37.32208333333333,852.65246582,75.9243902439025,6241.0,6.341
CZE,2006,12.140939597315436,39.46083333333333,942.11804199,76.5243902439024,5819.5,6.164
CZE,2007,12.000671140939597,38.98416666666667,1110.17663574,76.7243902439025,5859.5,5.986
CZE,2008,11.891946308724831,39.95458333333333,1449.33679199,76.9756097560976,21043.0,6.33
CZE,2009,11.526174496644296,41.12041666666666,1442.24279785,77.0780487804878,20905.0,7.249
CZE,2010,11.264238410596027,42.25291666666666,1516.04858398,77.4243902439025,5731.0,7.553
CZE,2011,10.538410596026493,35.291666666666664,1654.51013184,77.8731707317073,5877.5,7.534
CZE,2012,10.339072847682118,35.04472222222222,1515.81604004,78.0756097560976,5896.5,7.594
CZE,2013,10.152980132450333,34.922777777777775,1514.01403809,78.1756097560976,6128.5,7.495
CZE,2014,10.06092715231788,33.276944444444446,1516.05627441,78.8243902439024,5707.5,7.595
CZE,2015,10.04635761589404,36.06861111111111,1314.83728027,78.5780487804878,255.1,7.335
CZE,2016,9.901986754966886,36.0625,1384.66357422,79.0268292682927,241.4,7.393
CZE,2017,10.077483443708608,37.21083333333333,1525.34790039,78.9780487804878,242.4,7.339
CZE,2018,10.226490066225166,38.05111111111111,1753.19897461,79.0292682926829,5956.5,7.46
CZE,2019,10.093377483443708,37.79388888888889,1803.05249023,79.2292682926829,5720.0,7.613
DEU,2000,10.288513513513513,432.195,2344.41088867,77.9268292682927,150471.5,9.888
DEU,2001,9.96283783783784,456.16125000000005,2346.66918945,78.3292682926829,145855.0,9.921
DEU,2002,9.733783783783784,468.445,2567.50292969,78.2292682926829,51425.0,10.184
DEU,2003,10.308783783783785,484.1855555555556,3152.79418945,78.3804878048781,50736.0,10.402
DEU,2004,9.846979865771813,501.6172222222222,3459.82495117,78.6804878048781,138339.5,10.146
DEU,2005,9.735570469798658,517.645,3558.21337891,78.9317073170732,136079.5,10.312
DEU,2006,9.53557046979866,527.7177777777778,3698.04370117,79.1317073170732,132181.0,10.18
DEU,2007,9.536912751677852,542.9655555555555,4182.91601563,79.5341463414634,130175.0,10.051
DEU,2008,9.160402684563758,564.9638888888888,4669.76025391,79.7365853658537,129611.0,10.251
DEU,2009,9.074496644295303,580.3322222222222,4674.91943359,79.8365853658537,129364.0,11.238
DEU,2010,8.88993288590604,607.7872222222222,4611.421875,79.9878048780488,127922.5,11.096
DEU,2011,8.673154362416108,624.6855555555555,5037.49169922,80.4365853658537,126602.0,10.778
DEU,2012,8.566442953020134,627.2588888888889,4765.67871094,80.5390243902439,124617.5,10.853
DEU,2013,8.509395973154362,628.9250000000001,5100.15234375,80.490243902439,125346.5,10.999
DEU,2014,8.385234899328859,661.6816666666667,5309.15478516,81.090243902439,119942.0,11.026
DEU,2015,8.309395973154363,693.1038888888888,4627.35791016,80.6414634146341,29992.0,11.19
DEU,2016,8.187248322147651,706.0272222222222,4746.87011719,80.990243902439,29011.0,11.242
DEU,2017,8.178523489932886,709.1433333333334,5070.19580078,80.9926829268293,28362.0,11.326
DEU,2018,8.203355704697987,654.754,5511.21435547,80.8926829268293,28531.5,11.473
DEU,2019,8.341721854304636,657.0635,5486.98876953,81.2926829268293,115278.0,11.716
DNK,2001,7.674324324324324,13.186666666666667,2603.0,76.7926829268293,320.8,8.448
DNK,2002,7.215540540540541,16.389090909090907,2896.0,76.8951219512195,311.0,8.703
DNK,2003,7.062162162162163,17.353636363636365,3607.0,77.1439024390244,303.0,8.904
DNK,2004,6.813513513513514,20.778666666666663,4195.0,77.4926829268293,292.7,9.007
DNK,2005,6.571621621621621,21.244666666666667,4443.0,77.8439024390244,281.1,9.091
DNK,2006,6.3389261744966445,22.654,4779.0,78.0951219512195,279.0,9.169
DNK,2007,6.25503355704698,24.533,5468.0,78.1951219512195,264.4,9.325
DNK,2008,6.332885906040269,29.712,6138.0,78.4463414634146,120.0,9.511
DNK,2009,5.803355704697986,33.0075,6222.0,78.5975609756098,116.9,10.674
DNK,2010,5.528187919463087,43.28111111111111,6171.0,79.1,238.7,10.591
DNK,2011,5.3986577181208055,36.41066666666666,6438.0,79.8,221.2,10.388
DNK,2012,5.291946308724833,72.70333333333333,6168.0,80.0512195121951,216.9,10.506
DNK,2013,5.139597315436242,39.90466666666666,6334.0,80.3,206.8,10.31
DNK,2014,5.058389261744966,39.87133333333333,6467.0,80.7,201.8,10.292
DNK,2015,4.936912751677852,40.459,5532.0,80.7024390243902,155.1,10.328
DNK,2016,4.928859060402685,41.42733333333333,5624.0,80.8536585365854,155.5,10.237
ESP,2000,10.302272727272728,133.07625,1005.28399658,78.9658536585366,61055.0,6.799
ESP,2001,8.453623188405796,140.6175,1045.05065918,79.3682926829268,59853.0,6.769
ESP,2002,8.546376811594204,146.83625,1174.5793457,79.5682926829268,59202.5,6.801
ESP,2003,8.57391304347826,168.398,1640.91772461,79.619512195122,59380.5,7.563
ESP,2004,8.027397260273972,175.80900000000003,1924.27087402,79.8707317073171,57338.5,7.65
ESP,2005,8.01986301369863,172.35875,2060.3215332,80.1707317073171,56630.5,7.74
ESP,2006,7.904109589041096,160.53833333333333,2242.15869141,80.8219512195122,54124.5,7.829
ESP,2007,8.125342465753425,175.63250000000002,2606.27783203,80.8731707317073,54060.0,7.919
ESP,2008,7.795205479452055,179.48666666666668,2995.18603516,81.1756097560976,52309.5,8.382
ESP,2009,7.797260273972602,185.415,2937.71826172,81.4756097560976,16458.5,9.108
ESP,2010,7.618493150684932,143.1763888888889,2789.63720703,81.6268292682927,15723.0,9.119
ESP,2011,7.419178082191781,152.75555555555556,2908.91967773,82.4756097560976,48440.5,9.168
ESP,2012,7.341095890410959,158.8252777777778,2590.2253418,82.4268292682927,47920.0,9.156
ESP,2013,7.263698630136986,163.03666666666666,2629.46679688,83.0780487804878,47795.5,9.066
ESP,2014,7.205479452054795,163.78472222222223,2679.4765625,83.2292682926829,47771.0,9.087
ESP,2015,7.213698630136986,166.68166666666667,2349.09375,82.8317073170732,11267.0,9.124
ESP,2016,7.532432432432433,168.38166666666666,2376.60107422,83.3292682926829,11412.0,8.949
